country	name	name_normalized	caps	goals	most_recent_year_played	position	year_born	club	club_nationality	played_in_latest
Ivory Coast	Wilfried Bony	wilfriedbony	58	17	2019					FALSE
Algeria	Lakhdar Belloumi	lakhdarbelloumi	100	28	1989					FALSE
Algeria	Rabah Madjer	rabahmadjer	86	28	1992					FALSE
Algeria	Billel Dziri	billeldziri	81	9	2005					FALSE
Algeria	Abdelhafid Tasfaout	abdelhafidtasfaout	80	36	2002					FALSE
Algeria	Djamel Menad	djamelmenad	79	25	1995					FALSE
Algeria	Mahieddine Meftah	mahieddinemeftah	77	4	2002					FALSE
Algeria	Tedj Bensaoula	tedjbensaoula	52	20	1986					FALSE
Tunisia	Radhi Jaïdi	radhijaidi	105	7	2009					FALSE
Tunisia	Chokri El Ouaer	chokrielouaer	97	0	2002					FALSE
Tunisia	Khaled Badra	khaledbadra	96	10	2006					FALSE
Tunisia	Khaled Ben Yahia	khaledbenyahia	95	5	1993					FALSE
Tunisia	Kaies Ghodhbane	kaiesghodhbane	95	6	2006					FALSE
Tunisia	Riadh Bouazizi	riadhbouazizi	92	3	2006					FALSE
Tunisia	Tarak Dhiab	tarakdhiab	89	12	1990					FALSE
Tunisia	Sadok Sassi	sadoksassi	87	0	1978					FALSE
Tunisia	Mohamed Ali Mahjoubi	mohamedalimahjoubi	86	17	1995					FALSE
Tunisia	Issam Jemâa	issamjemaa	84	36	2014					FALSE
Tunisia	Francileudo Santos	francileudosantos	41	22	2008					FALSE
Tunisia	Adel Sellimi	adelsellimi	80	20	2002					FALSE
Tunisia	Faouzi Rouissi	faouzirouissi	42	18	2001					FALSE
Tunisia	Mohamed Salah Jedidi	mohamedsalahjedidi	32	15	1965					FALSE
Tunisia	Hassen Gabsi	hassengabsi	50	14	2002					FALSE
Tunisia	Zied Jaziri	ziedjaziri	63	14	2007					FALSE
Morocco	Noureddine Naybet	noureddinenaybet	115	4	2006					FALSE
Morocco	Ahmed Faras	ahmedfaras	94	36	1979					FALSE
Morocco	Youssef Safri	youssefsafri	79	8	2009					FALSE
Morocco	Houssine Kharja	houssinekharja	78	12	2015					FALSE
Morocco	Ezzaki Badou	ezzakibadou	78	0	1992					FALSE
Morocco	Abdelmajid Dolmy	abdelmajiddolmy	76	2	1988					FALSE
Morocco	Youssef Chippo	youssefchippo	73	9	2006					FALSE
Morocco	Mohamed Hazzaz	mohamedhazzaz	73	0	1979					FALSE
Morocco	Abdelkrim El Hadrioui	abdelkrimelhadrioui	72	4	2001					FALSE
Morocco	Salaheddine Bassir	salaheddinebassir	59	27	2002					FALSE
Morocco	Abdeljalil Hadda	abdeljalilhadda	48	19	2002					FALSE
Morocco	Hassan Amcharrat	hassanamcharrat	39	18	1979					FALSE
Morocco	Marouane Chamakh	marouanechamakh	65	18	2014					FALSE
Morocco	Abdeslam Laghrissi	abdeslamlaghrissi	35	17	1995					FALSE
Morocco	Youssouf Hadji	youssoufhadji	64	16	2012					FALSE
Senegal	Henri Camara	henricamara	99	29	2008					FALSE
Senegal	Roger Mendy	rogermendy	87	3	1995					FALSE
Senegal	Tony Sylva	tonysylva	83	0	2008					FALSE
Senegal	Jules Bocandé	julesbocande	73	20	1993					FALSE
Senegal	Lamine Diatta	laminediatta	71	4	2008					FALSE
Senegal	El Hadji Diouf	elhadjidiouf	70	24	2008					FALSE
Senegal	Mamadou Niang	mamadouniang	54	20	2012					FALSE
Senegal	Moussa Sow	moussasow	50	18	2018					FALSE
Senegal	Papiss Cissé	papisscisse	36	17	2015					FALSE
Senegal	Mamadou Diallo	mamadoudiallo	35	15	1999					FALSE
Senegal	Moussa Konaté	moussakonate	34	12	2019					FALSE
Senegal	Souleymane Sané	souleymanesane	23	11	1997					FALSE
Senegal	Papa Bouba Diop	papaboubadiop	63	11	2008					FALSE
